AEP_SI,BP_SI,BSAC_SI,CHTR_SI,CMCSA_SI,GOOG_SI,HON_SI,HSBC_SI,MCD_SI,MMM_SI,NEE_SI,PM_SI,UNH_SI,UPS_SI,XOM_SI,DATE,DJI_SI,VIX_SI,GSPC_SI,CLF_SI,GCF_SI,TNX_SI
3153400,9785000,337100,970100,22999600,83435569,3591052,764000,4482700,3510600,9534000,3920500,5266100,3733500,11768700,2013-02-06,96.63999938964844,1672.199951171875,13979.2998046875,1511.2900390625,1.9780000448226929,14.0600004196167
2004100,6262800,157000,1183800,26062600,114033831,4309347,1161700,5619600,2277600,9359600,7478500,6050700,4602400,13463300,2013-02-07,96.86000061035156,1677.0,13986.51953125,1512.1199951171875,1.9800000190734863,13.470000267028809
2312800,8484200,428700,410900,30787000,121256803,3441268,1150100,5331600,1937800,4228000,4366500,4554600,3805400,11412300,2013-02-08,95.91999816894531,1671.5,13944.0498046875,1509.3900146484375,1.9390000104904175,13.199999809265137
1372400,8790000,203800,365200,14686400,87037018,2436306,796300,3557600,1715500,4388400,3283400,4166800,3063900,8764700,2013-02-11,95.79000091552734,1666.5,13992.9697265625,1517.9300537109375,1.965999960899353,13.369999885559082
1694300,10207600,202500,444300,34855600,74638720,2144604,1327000,4526900,1928000,7118800,3638500,4448600,3941800,9752100,2013-02-12,96.95999908447266,1643.800048828125,13971.240234375,1517.010009765625,1.972000002861023,12.819999694824219
1324500,8938200,199100,769600,114136600,48107646,2710387,827800,6663100,1699900,6005600,3852800,4261200,2926400,8940300,2013-02-13,97.58999633789062,1652.199951171875,14018.7001953125,1519.4300537109375,2.010999917984009,12.880000114440918
3665200,11199600,246700,439200,43627400,69672173,3024745,906800,5360900,2217500,7118000,5268700,5173800,3761400,13238900,2013-02-14,97.16999816894531,1641.0999755859375,13982.91015625,1520.3299560546875,2.0350000858306885,13.300000190734863
4384900,13260200,286600,680500,39906000,109601278,3208305,1026700,5094100,2326200,9880400,5235600,5750400,4983000,15696900,2013-02-15,97.33999633789062,1633.199951171875,13973.3896484375,1521.3800048828125,2.0,12.470000267028809
3398700,13086600,724800,411400,34180800,117711564,3335328,1004000,4401900,2988500,10432800,4428500,14566200,5442400,12158900,2013-02-19,95.97000122070312,1610.0,13981.759765625,1519.7900390625,2.006999969482422,12.8100004196167
3319100,12295100,263100,567500,31255800,110982436,4414762,1163500,4023800,2995400,23429200,4866700,7542900,4456000,13936400,2013-02-20,96.66000366210938,1604.699951171875,14035.669921875,1530.93994140625,2.0350000858306885,12.319999694824219
2481200,8618600,357600,1125400,26115800,140781714,4347108,1459100,4424600,2758000,5299600,5990900,6357300,5027400,10939800,2013-02-21,94.72000122070312,1568.5,13927.5400390625,1511.949951171875,1.9930000305175781,14.680000305175781
2171700,16126900,280700,4161100,28505600,82463941,3792024,1525300,4421300,2158100,23989600,4070600,8400700,2394500,10260200,2013-02-22,92.95999908447266,1580.0,13880.6201171875,1502.4200439453125,1.9809999465942383,14.600000381469727
3086700,12364900,549900,1602700,36091200,92501423,5562901,2072600,9028000,3021900,27490000,6398900,6807800,3996800,15302900,2013-02-25,93.2300033569336,1579.4000244140625,14000.5703125,1515.5999755859375,1.9789999723434448,13.6899995803833
3965600,7666600,1029300,2008800,25640200,88430220,3971283,1460200,6451100,2471900,24193200,5150100,6325100,3806400,15073200,2013-02-26,91.91999816894531,1593.300048828125,13784.169921875,1487.8499755859375,1.8639999628067017,17.5
2200100,7960400,9520800,1343000,18656200,81347773,2843493,1577300,4326800,2353700,8867600,4801300,5133800,4015400,11195200,2013-02-27,92.72000122070312,1612.800048828125,13900.1298828125,1496.93994140625,1.8600000143051147,16.56999969482422
2456100,7753100,464100,1619200,24696600,90971711,3864399,1846700,3967600,2870100,8419200,6038900,5879800,3744700,14552000,2013-02-28,92.88999938964844,1596.0,14075.3701171875,1515.989990234375,1.8760000467300415,15.0
2979800,5920100,301300,1022800,24473600,87342157,3125755,1447500,3823200,2660400,8204800,4554100,6972100,2722800,11301600,2013-03-01,91.76000213623047,1579.5999755859375,14054.490234375,1514.6800537109375,1.850000023841858,16.100000381469727
3842200,6228400,205700,456600,19551400,111440145,3745557,1877300,4636900,2566300,8561600,4116200,4783000,2737600,10994000,2013-03-04,90.70999908447266,1580.800048828125,14089.66015625,1518.199951171875,1.8389999866485596,16.15999984741211
2806300,7181700,280200,859700,24707800,162370331,3936144,2491100,5643000,2632200,7860800,4552800,4911700,3581100,13072600,2013-03-05,90.2300033569336,1577.5999755859375,14127.8203125,1525.199951171875,1.8990000486373901,13.4399995803833
1986000,8580000,314100,2069600,15663800,115350748,3694265,2511800,5052000,3470300,5637600,4083800,5562600,3221500,13234400,2013-03-06,90.83000183105469,1577.5999755859375,14253.76953125,1539.7900390625,1.9320000410079956,13.180000305175781
1690800,6124700,240400,791800,13348200,82415761,4423573,1068600,4566400,1875200,6490800,3178600,4455700,2404600,12905300,2013-03-07,90.41999816894531,1580.0,14296.240234375,1541.4599609375,1.9390000104904175,13.449999809265137
2298700,7527700,270900,2929900,22782600,116912581,5168510,1570000,8838100,2357200,7157600,3946700,4584400,2225800,11896300,2013-03-08,91.41999816894531,1578.5999755859375,14329.490234375,1544.260009765625,2.01200008392334,12.670000076293945
2167400,6548200,398700,732300,16923800,64027093,3559166,1164200,4853400,1720600,6153600,3249400,4008700,2793400,12454800,2013-03-11,91.83000183105469,1576.0,14397.0703125,1551.1500244140625,2.0439999103546143,12.3100004196167
2003200,5529100,295600,1509100,28815200,80633104,3134252,1593100,3856000,2226800,15050800,4420000,5466300,2503500,11470000,2013-03-12,91.94000244140625,1579.800048828125,14447.2900390625,1556.219970703125,2.0380001068115234,11.789999961853027
1359400,5965100,206500,1206800,17323800,65898080,3559795,1164700,3896600,2059600,10440000,4122500,4343000,2885700,10539900,2013-03-13,92.62000274658203,1592.300048828125,14450.0595703125,1552.47998046875,2.006999969482422,12.180000305175781
2228000,5504600,147800,638800,28377200,66295564,4813978,2132300,3649900,2203400,9305200,5079000,5066800,3410800,13775500,2013-03-14,92.51000213623047,1585.699951171875,14455.2802734375,1554.52001953125,2.053999900817871,11.699999809265137
3267700,7939100,277100,1342700,35299600,124452737,6262734,2232800,6388000,5148400,11396000,9899400,7888300,5015600,29240100,2013-03-15,93.1500015258789,1590.5,14539.1396484375,1563.2099609375,2.0350000858306885,11.520000457763672
2019700,4700900,277600,5333800,26053800,73807616,4467523,1551100,3934500,1811400,6387600,4503000,5974200,3374300,11553700,2013-03-18,93.26000213623047,1605.9000244140625,14514.1103515625,1560.699951171875,1.9930000305175781,13.470000267028809
1847100,5117900,288600,4223400,32476200,84242583,4464796,2482700,4648500,3211400,8894800,3717900,5486600,3640300,11987900,2013-03-19,93.80000305175781,1613.0999755859375,14452.0595703125,1552.0999755859375,1.944000005722046,13.029999732971191
2084700,4940000,301700,2545700,25300200,58771467,3813527,2143700,3534900,1799500,7146800,4184500,4528800,5285400,11319000,2013-03-20,92.08999633789062,1610.0,14455.8203125,1548.3399658203125,1.940999984741211,13.180000305175781
1921900,5876600,482100,2077300,24035800,59325536,4288998,1636400,3523400,1937300,7396000,4008600,4953700,5824100,13447500,2013-03-21,93.4000015258789,1612.800048828125,14511.73046875,1558.7099609375,1.9490000009536743,13.069999694824219
1561600,9882200,499600,2978900,19189800,59751126,3781745,1622400,4160000,2409800,6961600,13665900,5415900,4667000,10786600,2013-03-22,92.33000183105469,1611.0,14421.490234375,1545.9000244140625,1.9129999876022339,13.34000015258789
2029800,5729800,1044900,1376300,43688200,68736680,4556575,1926500,4932500,3739200,8459200,14448600,5142500,4080300,12900800,2013-03-25,93.72000122070312,1607.0999755859375,14512.0302734375,1556.8900146484375,1.9670000076293945,12.850000381469727
1380300,6183700,296500,903500,25929800,47854701,3600912,1898300,4434000,1893500,11928400,4675200,6059700,3184600,12329600,2013-03-26,94.75,1595.800048828125,14447.75,1551.68994140625,1.9299999475479126,12.949999809265137
1819600,4510900,998000,807300,22330400,86852328,2953314,1571000,4401700,2129500,9016800,4168300,8525800,2611500,12350800,2013-03-27,96.18000030517578,1598.5,14559.650390625,1563.75,1.8569999933242798,13.720000267028809
2803400,5663600,491600,586000,27182000,91855009,3661225,1402900,3954700,2276700,6766800,4424700,5685400,3498300,17485200,2013-03-28,96.68000030517578,1604.699951171875,14526.16015625,1562.8599853515625,1.8639999628067017,12.90999984741211
1561100,4187600,132700,391200,20077600,72562968,4144458,832200,3155800,1684300,3980400,2946600,9006100,2959800,9414200,2013-04-01,97.36000061035156,1596.800048828125,14578.5400390625,1569.1800537109375,1.8849999904632568,13.460000038146973
3028400,7017900,309000,527900,29034800,81966082,3738215,1428600,5136800,2097500,5494400,4619000,22664600,4133000,9991800,2013-04-02,97.0,1599.199951171875,14572.849609375,1562.1700439453125,1.8350000381469727,13.109999656677246
2125200,6106500,378500,1098800,25813800,69800653,5101170,1042800,4454400,3278900,8312800,6293500,10140400,4010900,12197100,2013-04-03,96.93000030517578,1575.699951171875,14662.009765625,1570.25,1.8569999933242798,12.649999618530273
2086200,5969600,316600,892700,15531800,98270968,4457243,1258600,5860600,1771200,7539200,3820000,7648400,2730700,11582000,2013-04-04,94.5,1557.300048828125,14550.349609375,1553.68994140625,1.7949999570846558,14.100000381469727
2237200,4315200,287600,1063100,27949600,137870844,4543359,1519700,5693000,2477800,6568000,5033400,6841300,3031000,12771600,2013-04-05,93.36000061035156,1553.199951171875,14606.1103515625,1559.97998046875,1.75,15.640000343322754
1891800,4658900,394700,727500,19046400,113708616,3470533,1588200,4163600,1947700,5860000,3674300,4545600,3057900,11013900,2013-04-08,93.0199966430664,1575.800048828125,14565.25,1553.260009765625,1.7230000495910645,14.039999961853027
1680200,4952800,245000,574000,23151600,86615444,3069953,1333300,3690400,2370600,5518800,3295400,4405900,3164600,10753400,2013-04-09,93.48999786376953,1571.5999755859375,14613.48046875,1563.1099853515625,1.75,13.109999656677246
2556200,6297500,158200,767200,26478200,79440651,4604825,1257000,3159400,3262400,5298000,3744500,4400600,3446100,14823700,2013-04-10,93.95999908447266,1584.4000244140625,14673.4599609375,1568.6099853515625,1.7669999599456787,12.65999984741211
2405400,4664500,246200,489600,26442400,81452163,3333335,942800,4049400,2137800,6917200,3718300,4738900,3788200,14979900,2013-04-11,94.55999755859375,1557.0999755859375,14802.240234375,1587.72998046875,1.7979999780654907,12.550000190734863
1685200,4363600,163400,526300,33938400,65713390,2248656,821600,5714000,2111400,9233200,3944500,4162000,2491500,11505100,2013-04-12,93.48999786376953,1560.800048828125,14865.1396484375,1593.300048828125,1.7569999694824219,12.609999656677246
2259300,9322000,449000,425100,27089000,98491793,3542383,1703600,5643600,3677400,8174400,5015900,4625600,3678000,19626200,2013-04-15,90.94999694824219,1478.199951171875,14865.0595703125,1588.8399658203125,1.7089999914169312,13.119999885559082
2412900,6198300,527200,492300,32861800,69941178,2594062,1207600,3199300,2636800,5821200,5630000,4976400,2365500,14578800,2013-04-16,87.41999816894531,1358.0,14599.2001953125,1552.3599853515625,1.7280000448226929,14.720000267028809
2681200,11339000,788100,491100,36055600,81785407,4156521,1750600,4191500,3155300,6042000,4342800,8429000,3113900,17341200,2013-04-17,88.80000305175781,1373.199951171875,14756.7802734375,1574.5699462890625,1.7070000171661377,15.350000381469727
2263200,9904100,320700,962200,32357600,133398142,5598144,1282200,5696900,3144700,7192000,8277400,14015000,4188900,14730400,2013-04-18,86.38999938964844,1347.5,14618.58984375,1552.030029296875,1.7120000123977661,16.34000015258789
3046800,8759100,481300,663900,29289800,232998073,6884424,1159100,8227700,3323000,6564400,5951000,6524600,3115200,18393300,2013-04-19,88.37000274658203,1419.300048828125,14537.1396484375,1541.6099853515625,1.7000000476837158,16.670000076293945
2396700,7089400,427200,681500,27501600,115768308,3951668,1043400,5620500,2646800,4316400,4176900,6020900,3410400,11262000,2013-04-22,87.95999908447266,1406.800048828125,14547.509765625,1555.25,1.715000033378601,15.079999923706055
2659900,6616300,356700,619400,23914000,92035684,3054115,918400,5753500,3209800,5936400,4274000,6277700,3729400,15567700,2013-04-23,89.27999877929688,1429.5,14567.169921875,1562.5,1.6740000247955322,13.8100004196167
2751500,5182900,362100,756700,22903000,73438237,3945480,1118800,4593000,3238200,5661200,5209100,5883000,4387400,13028800,2013-04-24,89.5999984741211,1423.199951171875,14719.4599609375,1578.780029296875,1.7120000123977661,13.569999694824219
7199500,5946800,1169900,696800,24018600,79986690,5486435,1132100,3529400,9027000,4596400,3363200,5669100,4825000,16328700,2013-04-25,91.58000183105469,1433.0,14676.2998046875,1578.9300537109375,1.7100000381469727,13.609999656677246
7132800,4258900,277200,445400,27520000,99880980,3493714,1297100,3113600,3359400,3686400,4369700,5798100,3266300,10791800,2013-04-26,93.23999786376953,1467.4000244140625,14700.7998046875,1585.1600341796875,1.6890000104904175,13.9399995803833
7912900,6149400,267500,294600,16754000,92376959,3147258,831400,3417700,2903700,4917600,3802700,4861600,3000300,11093000,2013-04-29,92.69999694824219,1462.699951171875,14712.5498046875,1582.3399658203125,1.6629999876022339,13.720000267028809
2638400,10317800,386000,804600,17755600,92613843,3060828,1119900,4205200,3768800,8491200,3716400,5701800,4296400,14572600,2013-04-30,94.41999816894531,1471.0999755859375,14818.75,1593.5799560546875,1.6510000228881836,13.710000038146973
2669700,6551700,173400,614400,26820400,58418148,3326307,873900,2720100,3258900,6495600,5123100,4897800,3372200,11616500,2013-05-01,93.08000183105469,1475.800048828125,14839.7998046875,1597.550048828125,1.6579999923706055,13.880000114440918
2163500,5572900,407600,686100,15547000,81034603,3283721,793500,3821100,3119500,4559600,5691600,6072500,3566400,11330100,2013-05-02,91.0,1459.0,14700.9501953125,1582.77001953125,1.6430000066757202,14.479999542236328
2820800,6704600,309200,713300,15546600,100880714,3372250,821800,4109400,3013100,5126000,5661500,5149500,3471700,13036600,2013-05-03,93.98999786376953,1465.5,14831.580078125,1597.5999755859375,1.6269999742507935,12.920000076293945
2611700,3944800,141300,875400,14482000,85973045,3784786,783000,3314200,2174400,4433200,6189600,5609600,3259000,10613400,2013-05-06,95.58000183105469,1468.0999755859375,14973.9599609375,1614.4000244140625,1.746999979019165,13.0600004196167
2580600,5799300,299500,1635800,18318000,78653713,3064289,1593200,4304200,2235200,5372000,4977600,4830700,4853800,11088900,2013-05-07,95.79000091552734,1462.0,14968.8896484375,1617.550048828125,1.7760000228881836,12.630000114440918
3171700,5211600,325100,1628100,14363400,99102072,3166034,2064200,5228800,2654400,7014800,4239000,10032800,6309100,13638300,2013-05-08,95.55999755859375,1455.5,15056.2001953125,1625.949951171875,1.7899999618530273,12.869999885559082
3444800,5412700,230100,802600,15657600,88353936,4241902,1080100,10628500,4487000,7876000,3770900,6416700,4937000,13771900,2013-05-09,96.5999984741211,1471.199951171875,15105.1201171875,1632.68994140625,1.781999945640564,12.90999984741211
2691200,4287000,170800,1294900,12767600,76192522,2424873,2185900,5036900,2993300,7326400,5357900,5015700,2604900,10975400,2013-05-10,96.16000366210938,1455.5999755859375,15082.6201171875,1626.68994140625,1.8480000495910645,13.079999923706055
2768000,4457700,340400,757500,19774400,58157173,2090585,1122300,3154100,2044400,5117200,4749300,3490400,1858700,9810100,2013-05-13,95.76000213623047,1440.0,15113.419921875,1632.0999755859375,1.9119999408721924,12.569999694824219
2484100,4544100,365100,1052000,19843000,63408784,3196872,895800,3810800,2481000,4810000,4634400,5390300,3233400,9890300,2013-05-14,94.93000030517578,1430.0999755859375,15091.6796875,1633.75,1.906999945640564,12.609999656677246
2862700,4495400,237800,1090900,15800000,160033605,3483434,2032200,3402600,2912600,5866400,5042600,6808200,3534400,10399400,2013-05-15,94.12999725341797,1425.699951171875,15211.8701171875,1649.1300048828125,1.9559999704360962,12.979999542236328
2228100,5290100,267300,1197100,17765200,128865215,3634477,1072200,4251800,2685900,4645200,5138800,6904800,3115400,10469600,2013-05-16,94.33999633789062,1390.4000244140625,15273.919921875,1658.0699462890625,1.9490000009536743,13.069999694824219
2243200,3717400,352600,912900,29333000,112098604,4263195,1182000,4015300,4060400,5342000,5141000,5840800,3440500,12721300,2013-05-17,95.1500015258789,1386.699951171875,15234.75,1652.449951171875,1.88100004196167,12.729999542236328
1751500,6092700,267800,702600,38054400,91248746,2652067,1936200,2233100,2457300,5323600,3855300,2688200,2640000,12417700,2013-05-20,95.93000030517578,1342.9000244140625,15348.330078125,1665.7099609375,1.934999942779541,13.279999732971191
2032000,4799900,194300,699400,25555600,79617311,3333859,1368600,4078600,2473300,5492400,5202400,3248400,2907300,12519900,2013-05-21,96.69999694824219,1386.5,15334.9697265625,1666.199951171875,1.9609999656677246,13.079999923706055
2938900,4966500,297700,907300,23459200,102807910,4336514,1539400,4648200,3833200,7219200,7011900,6317500,4191600,19253300,2013-05-22,95.9000015258789,1387.199951171875,15387.1201171875,1669.3900146484375,1.9279999732971191,13.449999809265137
2947100,5616500,417300,412500,21527000,91345105,4116347,1426000,13743100,2568400,8248800,5458000,4479100,5157400,15357300,2013-05-23,94.18000030517578,1380.5999755859375,15300.5703125,1651.6199951171875,2.01200008392334,14.9399995803833
2110600,5270100,431100,625200,15468600,92216359,2541407,1110200,13161000,2228400,7350800,3815700,4697900,3587400,12771900,2013-05-24,94.37000274658203,1386.800048828125,15290.740234375,1646.6700439453125,2.010999917984009,14.59000015258789
7232600,3712000,499800,621200,16052600,90638467,3476721,1037600,14083800,2722000,8181600,6276300,5341000,4191300,15197800,2013-05-28,93.88999938964844,1380.800048828125,15307.330078125,1652.6300048828125,2.0420000553131104,13.670000076293945
4280200,3801600,489600,693900,34549800,80837869,3446617,1160000,8770700,2113600,10084800,6789000,5009100,3306300,11563200,2013-05-29,95.05000305175781,1391.300048828125,15399.9404296875,1656.5699462890625,2.1470000743865967,15.300000190734863
3593300,3447400,448100,583500,14780600,85145956,2919225,1066400,8028900,2599200,7850400,4373900,5671300,2882600,9734700,2013-05-30,92.88999938964844,1392.0999755859375,15306.01953125,1649.1400146484375,2.1470000743865967,14.899999618530273
2809700,5564400,371900,851500,29007200,79071272,3444205,1760300,5443400,3207700,10287200,7408600,5888300,4082000,17917400,2013-05-31,93.63999938964844,1412.4000244140625,15322.2197265625,1652.1300048828125,2.0920000076293945,15.020000457763672
4676200,3997700,659600,752700,23324000,99399181,2938630,2144000,4224000,2647100,8764800,6554000,3756200,4186800,14177500,2013-06-03,91.7300033569336,1389.0999755859375,15123.5498046875,1631.7099609375,2.1679999828338623,16.399999618530273
3282800,3864900,609600,1080400,26716800,75024159,3624408,1537900,4902300,2508500,9123200,4728500,5151100,3454900,12481300,2013-06-04,93.3499984741211,1410.9000244140625,15255.2197265625,1640.72998046875,2.134999990463257,16.15999984741211
2828800,4252000,221000,1209900,26948600,84587872,2843389,1235700,5394800,2690400,6137600,4480200,5380100,4156200,12888000,2013-06-05,93.86000061035156,1397.5,15168.099609375,1629.050048828125,2.1070001125335693,16.860000610351562
4674300,4507100,285700,755400,22329800,103550684,3002299,1486200,5817300,2680800,11546400,9930500,4711400,3918000,15393300,2013-06-06,93.69999694824219,1401.699951171875,14955.4501953125,1609.2900390625,2.0820000171661377,17.700000762939453
4548700,5309000,218300,526100,24826200,107385002,3415045,1006900,5036800,3374900,13048400,5650600,5214700,4231900,12504700,2013-06-07,94.72000122070312,1411.5,15044.4599609375,1625.27001953125,2.0929999351501465,15.899999618530273
4701600,4554400,314000,1077400,20579800,93862506,2466095,1164100,5718400,2224100,12840800,3888200,5256600,2101600,10372300,2013-06-10,96.08999633789062,1378.800048828125,15247.8095703125,1644.6700439453125,2.186000108718872,15.15999984741211
3272500,4107000,413600,1092800,19922800,70567517,1646371,1678100,4812800,1752100,11426000,3648100,6063400,2478600,10739400,2013-06-11,95.76000213623047,1384.199951171875,15231.3798828125,1638.6400146484375,2.2690000534057617,16.90999984741211
3535200,4029600,307400,812500,23780000,88522565,2210476,1537500,4485200,2400700,6787600,4194800,3891100,2771200,10864500,2013-06-12,94.88999938964844,1375.0,15130.3896484375,1629.93994140625,2.190000057220459,16.510000228881836
3010200,3933100,360500,1123500,24529000,83106340,2505010,1186500,2927800,2604200,6768400,3899900,4379500,2282000,13501300,2013-06-13,95.7699966430664,1386.800048828125,14992.5400390625,1612.1500244140625,2.2300000190734863,18.3799991607666
3946000,3276400,586200,1596700,23925200,90136592,2765874,1502000,3351100,2016800,9051200,3811100,3122600,2505600,12158400,2013-06-14,96.63999938964844,1383.9000244140625,15178.080078125,1635.52001953125,2.121999979019165,16.6299991607666
3553500,4372900,423100,1087300,19701800,86173794,3971702,1162400,4884800,2617800,9203600,4584500,4975000,3198600,12026400,2013-06-17,97.8499984741211,1390.300048828125,15078.7099609375,1630.6400146484375,2.117000102996826,16.530000686645508
2853400,2612600,235500,751900,19207400,87000883,3380851,920100,3340100,1695300,7748000,2888100,5183300,2916200,10678200,2013-06-18,97.93000030517578,1383.0999755859375,15186.2998046875,1639.77001953125,2.197999954223633,16.809999465942383
4245600,6510000,191200,711400,23001000,117073180,3206417,1568300,3518200,1971700,7854000,4843400,6370200,3027000,14189500,2013-06-19,98.58999633789062,1368.0999755859375,15315.4697265625,1651.8299560546875,2.174999952316284,16.889999389648438
5732500,9419400,377800,865600,30334400,135385563,3564515,2470300,5550100,2975600,10064000,9511400,5748300,4213900,21077700,2013-06-20,98.0199966430664,1348.0999755859375,15105.509765625,1624.6199951171875,2.4170000553131104,18.399999618530273
5149500,8599000,530700,2468700,46303000,159889066,4623286,1811600,7227000,4674400,12692000,11088400,7806500,4676900,25493800,2013-06-21,94.95999908447266,1280.4000244140625,14760.6201171875,1588.6199951171875,2.3919999599456787,18.969999313354492
2795600,7039200,399000,1125600,33677800,121128323,3756571,2998700,4244500,3602500,6763200,6824800,5717100,3472300,17653000,2013-06-24,93.8499984741211,1297.300048828125,14795.7900390625,1588.77001953125,2.6530001163482666,20.8700008392334
3178000,3809600,346000,1330200,27098600,102510801,2542980,1414000,3211300,2676700,6478400,6387200,4959100,2661300,15790100,2013-06-25,95.0199966430664,1281.300048828125,14669.6904296875,1577.52001953125,2.5,18.649999618530273
2735300,2395700,723300,948700,22123000,73530581,3811953,1100900,3585500,2524400,6674800,6448100,4851700,2291800,14446000,2013-06-26,95.16999816894531,1273.9000244140625,14769.990234375,1592.27001953125,2.566999912261963,17.229999542236328
2815700,5059500,357200,1620500,26124200,77348840,3515950,1076900,4497100,2229600,5000000,5276500,4483600,3002700,12348000,2013-06-27,95.5199966430664,1224.699951171875,14921.2802734375,1606.43994140625,2.497999906539917,16.600000381469727
3285000,4050100,475100,2394000,97296400,94324230,3645281,877300,5386400,3428500,10970400,11121000,6867800,3271100,22984200,2013-06-28,96.80999755859375,1200.9000244140625,15016.580078125,1611.1199951171875,2.496999979019165,17.25
3251100,5910500,345400,2122000,28941600,69250599,2251593,941100,4053500,2668800,10427600,5338100,3736500,2556200,13182200,2013-07-01,96.58000183105469,1234.699951171875,14911.599609375,1609.780029296875,2.5209999084472656,16.899999618530273
4815400,10322800,113500,1383600,24751800,75943592,9422055,883000,3850500,3008800,7936400,4775900,4484800,2127800,12320700,2013-07-02,98.05999755859375,1254.0999755859375,14974.9599609375,1614.2900390625,2.4769999980926514,16.489999771118164
1147700,4303900,164600,730900,13143800,42036977,2707974,609400,1676300,1358800,2791200,2070400,2271100,1223300,5674000,2013-07-03,99.61000061035156,1243.800048828125,14923.73046875,1611.47998046875,2.4790000915527344,17.219999313354492
1870500,6694800,286900,656300,15595200,68331166,2203867,1270700,3933900,2064500,4780000,3039500,2356500,1994800,8917900,2013-07-05,101.08999633789062,1252.699951171875,14995.4599609375,1618.6500244140625,2.569000005722046,15.59000015258789
4108200,8651700,169800,1010400,23803200,79075287,4048063,840900,4064300,2571600,7979600,4373500,6192500,2852500,12086700,2013-07-08,103.94999694824219,1218.800048828125,15137.2197265625,1634.199951171875,2.7230000495910645,14.65999984741211
4151500,7073100,372300,934200,22541400,79472771,3071946,771500,4120100,2196200,6248000,4290500,4275700,5645300,12940000,2013-07-09,103.0,1234.699951171875,15228.4599609375,1642.8900146484375,2.635999917984009,14.329999923706055
3457800,7862600,211300,1116100,17732000,68592140,2552525,874100,3532400,2307500,4185200,5005700,4383900,3625400,12430000,2013-07-10,104.56999969482422,1244.5999755859375,15298.0302734375,1651.56005859375,2.625,14.460000038146973
3857300,7476700,150000,1246300,45031400,103755449,2610950,894900,4064100,2387500,6942400,5808600,6588900,3446700,16184700,2013-07-11,106.1500015258789,1284.5999755859375,15298.0,1657.4100341796875,2.5869998931884766,13.569999694824219
3187400,4995300,220600,849600,21933400,103113050,2806782,705900,4766800,2291700,5784000,4957000,4645600,15335100,11370300,2013-07-12,104.58000183105469,1282.300048828125,15460.6904296875,1675.260009765625,2.5409998893737793,13.899999618530273
3096200,4941200,262200,775500,17892000,78713937,3551928,518200,4480700,2064400,8212000,3612400,3813600,6194200,8256200,2013-07-15,106.05000305175781,1292.0999755859375,15459.6904296875,1679.5899658203125,2.634999990463257,13.979999542236328
2637600,4715200,160000,1273200,17179800,79617311,1982967,627300,4406200,2458400,10526400,4933700,5459600,4152400,11413500,2013-07-16,106.44000244140625,1279.4000244140625,15485.0302734375,1682.699951171875,2.5209999084472656,13.779999732971191
2040600,3015600,355400,1155900,15149600,60469809,2359211,1524500,5377400,2096600,7074800,4354200,8904300,3185700,9393300,2013-07-17,105.77999877929688,1286.199951171875,15456.919921875,1677.9100341796875,2.5429999828338623,14.199999809265137
2457100,6091000,447400,614300,19772000,145924920,3903104,1100100,3401600,2945800,5822000,6148200,14082900,4752400,10555400,2013-07-18,106.55999755859375,1275.300048828125,15465.91015625,1681.050048828125,2.4820001125335693,13.630000114440918
2695500,5239700,191300,2012100,20092400,295475379,3338475,1066500,4508300,3093900,7274800,5242400,7504900,3172000,14431700,2013-07-19,108.12000274658203,1291.699951171875,15524.26953125,1686.1500244140625,2.5350000858306885,13.890000343322754
1334800,5127000,159600,933400,20483400,116563276,2719932,808400,13209600,2823500,4962000,4326700,5038000,2946200,9530400,2013-07-22,108.33999633789062,1317.0,15543.9697265625,1694.4100341796875,2.4749999046325684,13.229999542236328
1702100,4179600,304700,1347300,23682000,82134711,2126877,886300,6989300,2254400,10316000,4164800,3934300,3141600,7377400,2013-07-23,107.0,1334.800048828125,15547.0,1696.6300048828125,2.5220000743865967,12.149999618530273
2503000,3815100,395600,4731200,19652000,83451629,2088907,674100,5197900,1808800,8738000,5171600,6023300,3720300,8222800,2013-07-24,107.36000061035156,1342.199951171875,15576.6904296875,1696.06005859375,2.555999994277954,12.6899995803833
12943700,2757500,101600,825100,20787000,120493954,2699163,608500,4208100,3346700,7286800,3956400,3840600,3190500,10059800,2013-07-25,105.37000274658203,1318.5,15539.169921875,1685.2099609375,2.5999999046325684,13.470000267028809
11332000,3247900,273400,544800,27925600,71374530,2658151,660800,4561600,2332200,5994000,3825700,3826000,2820600,9721000,2013-07-26,105.55999755859375,1326.5,15547.849609375,1687.31005859375,2.5810000896453857,13.40999984741211
10545700,4147800,312400,677100,15990000,75959652,2376623,709800,3592500,1460400,11703600,3250200,3835300,2786000,8844700,2013-07-29,104.61000061035156,1328.4000244140625,15557.1396484375,1690.3199462890625,2.562999963760376,13.539999961853027
2368000,15013400,259400,736900,26903400,70487217,2558085,672200,4127400,2285200,9713600,3672200,5375400,3191400,10470700,2013-07-30,104.5199966430664,1327.199951171875,15534.490234375,1687.9200439453125,2.5910000801086426,13.449999809265137
3230500,7895200,501900,792800,54094800,87265872,3165929,1100200,5343000,2694000,11404800,5371200,5964700,3386300,14400800,2013-07-31,103.1500015258789,1325.5,15528.5703125,1687.760009765625,2.6559998989105225,13.550000190734863
